"employee_id","directorate","role","grade","tgv_name","tv_name","baseline_score","user_score","tv_match_rate"
EMP101542,HR & Corp Affairs,Supply Planner,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,114,105.56
EMP101543,Technology,Data Analyst,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,82,70.69
EMP101544,HR & Corp Affairs,Data Analyst,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,123,120.59
EMP101545,HR & Corp Affairs,Data Analyst,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,130,123.81
EMP101546,Technology,Finance Officer,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,88,83.81
EMP101547,Commercial,Sales Supervisor,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,136,128.3
EMP101548,Commercial,HRBP,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,103,95.37
EMP101549,Commercial,Brand Executive,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,88,80.0
EMP101550,HR & Corp Affairs,Finance Officer,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP101551,Technology,Sales Supervisor,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,86,74.14
EMP101552,HR & Corp Affairs,Sales Supervisor,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,129,111.21
EMP101553,Technology,HRBP,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101554,Technology,HRBP,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,97,88.18
EMP101555,Technology,Data Analyst,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,116,101.75
EMP101556,Technology,Supply Planner,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,100,87.72
EMP101557,Commercial,HRBP,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,93,91.18
EMP101558,HR & Corp Affairs,Supply Planner,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,113,102.73
EMP101559,Commercial,Data Analyst,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,86,84.31
EMP101560,Technology,Data Analyst,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,86,78.18
EMP101561,Technology,Sales Supervisor,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,138,121.05
EMP101562,HR & Corp Affairs,Finance Officer,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,137,131.73
EMP101563,HR & Corp Affairs,Supply Planner,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,109,101.87
EMP101564,Technology,Supply Planner,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP101565,Commercial,Supply Planner,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP101566,HR & Corp Affairs,Data Analyst,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,139,132.38
EMP101567,HR & Corp Affairs,Brand Executive,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,136,130.77
EMP101568,HR & Corp Affairs,Data Analyst,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,108,101.89
EMP101569,Technology,HRBP,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,117,102.63
EMP101570,Commercial,Sales Supervisor,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,98,89.09
EMP101571,Commercial,Finance Officer,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,112,98.25
EMP101572,Commercial,Sales Supervisor,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,94,92.16
EMP101573,HR & Corp Affairs,Data Analyst,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,138,131.43
EMP101574,HR & Corp Affairs,Data Analyst,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,138,127.78
EMP101575,HR & Corp Affairs,Data Analyst,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,109,102.83
EMP101576,Technology,HRBP,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,139,126.36
EMP101577,Commercial,Sales Supervisor,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,109,99.09
EMP101578,HR & Corp Affairs,Finance Officer,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,139,136.27
EMP101579,HR & Corp Affairs,Finance Officer,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP101580,HR & Corp Affairs,Finance Officer,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP101581,Commercial,Brand Executive,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,84,79.25
EMP101582,Technology,Sales Supervisor,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,116,106.42
EMP101583,Commercial,Sales Supervisor,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,125,119.05
EMP101584,Commercial,Data Analyst,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,81,75.0
EMP101585,Commercial,Data Analyst,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,98,94.23
EMP101586,Technology,HRBP,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,128,110.34
EMP101587,HR & Corp Affairs,Finance Officer,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,138,131.43
EMP101588,HR & Corp Affairs,Sales Supervisor,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,128,121.9
EMP101589,Technology,Supply Planner,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,121,114.15
EMP101590,Technology,Brand Executive,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,105,102.94
EMP101591,Technology,Data Analyst,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,117,114.71
EMP101592,HR & Corp Affairs,Brand Executive,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP101593,Technology,Brand Executive,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP101594,Technology,Supply Planner,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP101595,HR & Corp Affairs,HRBP,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,89,76.72
EMP101596,Commercial,Finance Officer,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,112,103.7
EMP101597,Technology,Sales Supervisor,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,137,126.85
EMP101598,Technology,Data Analyst,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP101599,Technology,Brand Executive,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,120,103.45
EMP101600,Commercial,Supply Planner,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,106,96.36
EMP101601,Commercial,Data Analyst,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,86,81.9
EMP101602,Technology,HRBP,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,83,75.45
EMP101603,HR & Corp Affairs,Finance Officer,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,88,81.48
EMP101604,HR & Corp Affairs,Sales Supervisor,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,117,102.63
EMP101605,Technology,Data Analyst,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,117,109.35
EMP101606,Technology,Finance Officer,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,127,124.51
EMP101607,HR & Corp Affairs,Data Analyst,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,122,119.61
EMP101608,HR & Corp Affairs,Finance Officer,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,117,114.71
EMP101609,Technology,Data Analyst,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,85,78.7
EMP101610,Commercial,Supply Planner,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,94,85.45
EMP101611,HR & Corp Affairs,Data Analyst,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,122,116.19
EMP101612,Commercial,Supply Planner,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,126,115.6
EMP101613,Technology,HRBP,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,116,108.41
EMP101614,HR & Corp Affairs,Data Analyst,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,109,102.83
EMP101615,HR & Corp Affairs,Finance Officer,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP101616,Commercial,Brand Executive,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,101,94.39
EMP101617,Commercial,HRBP,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP101618,Commercial,Sales Supervisor,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,131,125.96
EMP101619,Technology,Sales Supervisor,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,84,72.41
EMP101620,HR & Corp Affairs,Brand Executive,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,106,98.15
EMP101621,Commercial,Brand Executive,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,92,87.62
EMP101622,Commercial,Sales Supervisor,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,83,79.81
EMP101623,Commercial,Sales Supervisor,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,99,97.06
EMP101624,Commercial,HRBP,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,124,115.89
EMP101625,Technology,Supply Planner,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,139,129.91
EMP101626,Technology,Data Analyst,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,118,107.27
EMP101627,HR & Corp Affairs,Brand Executive,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101628,Commercial,HRBP,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,82,75.23
EMP101629,Technology,Data Analyst,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,85,73.28
EMP101630,Technology,Finance Officer,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,86,84.31
EMP101631,HR & Corp Affairs,Sales Supervisor,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,123,111.82
EMP101632,HR & Corp Affairs,Supply Planner,V,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,113,108.65
EMP101633,Technology,HRBP,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,95,81.9
EMP101634,HR & Corp Affairs,Brand Executive,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP101635,Technology,Sales Supervisor,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,80,72.73
EMP101636,HR & Corp Affairs,Data Analyst,III,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,81,73.64
EMP101637,HR & Corp Affairs,Finance Officer,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP101638,Technology,Sales Supervisor,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,82,71.93
EMP101639,Commercial,HRBP,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,119,112.26
EMP101640,Commercial,Sales Supervisor,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,126,121.15
EMP101641,HR & Corp Affairs,Supply Planner,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP101642,HR & Corp Affairs,HRBP,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,86,79.63
EMP101643,Technology,Supply Planner,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP101644,Commercial,Data Analyst,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,107,92.24
EMP101645,HR & Corp Affairs,Finance Officer,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,90,77.59
EMP101646,Technology,Supply Planner,V,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,91,84.26
EMP101647,HR & Corp Affairs,Brand Executive,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,120,105.26
EMP101648,HR & Corp Affairs,HRBP,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,117,107.34
EMP101649,Technology,Data Analyst,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP101650,Technology,Data Analyst,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101651,Commercial,Supply Planner,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP101652,Commercial,Brand Executive,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,114,104.59
EMP101653,HR & Corp Affairs,Data Analyst,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101654,HR & Corp Affairs,Data Analyst,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP101655,Commercial,Sales Supervisor,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP101656,HR & Corp Affairs,Sales Supervisor,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,106,100.0
EMP101657,HR & Corp Affairs,Supply Planner,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,124,118.1
EMP101658,Commercial,Supply Planner,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,109,93.97
EMP101659,HR & Corp Affairs,Supply Planner,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,82,78.85
EMP101660,HR & Corp Affairs,HRBP,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,129,122.86
EMP101661,Commercial,Finance Officer,V,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,80,75.47
EMP101662,Commercial,Supply Planner,III,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,124,118.1
EMP101663,HR & Corp Affairs,Supply Planner,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,109,101.87
EMP101664,HR & Corp Affairs,Supply Planner,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,91,89.22
EMP101665,Commercial,HRBP,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,96,88.07
EMP101666,Technology,HRBP,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,128,121.9
EMP101667,HR & Corp Affairs,Brand Executive,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,109,102.83
EMP101668,Commercial,Sales Supervisor,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,117,100.86
EMP101669,Technology,Data Analyst,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,130,114.04
EMP101670,HR & Corp Affairs,Finance Officer,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,92,83.64
EMP101671,Technology,Brand Executive,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,126,115.6
EMP101672,Commercial,Data Analyst,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,90,78.95
EMP101673,Technology,Brand Executive,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,118,113.46
EMP101674,Commercial,Sales Supervisor,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,109,100.93
EMP101675,Technology,HRBP,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101676,Commercial,Supply Planner,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,125,119.05
EMP101677,HR & Corp Affairs,Brand Executive,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP101678,Commercial,Finance Officer,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,125,119.05
EMP101679,HR & Corp Affairs,Finance Officer,IV,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,109,101.87
EMP101680,HR & Corp Affairs,Data Analyst,III,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101681,Commercial,Finance Officer,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,115,100.88
EMP101682,HR & Corp Affairs,HRBP,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,98,93.33
EMP101683,HR & Corp Affairs,Finance Officer,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,82,70.69
EMP101684,Technology,Brand Executive,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,90,86.54
EMP101685,HR & Corp Affairs,Finance Officer,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101686,Commercial,Brand Executive,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,132,115.79
EMP101687,HR & Corp Affairs,Sales Supervisor,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP101688,Technology,Brand Executive,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,121,110.0
EMP101689,HR & Corp Affairs,Supply Planner,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,93,84.55
EMP101690,Commercial,HRBP,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,95,87.96
EMP101691,Technology,Data Analyst,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP101692,Commercial,Sales Supervisor,III,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,92,80.7
EMP101693,Commercial,Brand Executive,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,140,134.62
EMP101694,Technology,Supply Planner,IV,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,104,94.55
EMP101695,HR & Corp Affairs,Finance Officer,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,95,81.9
EMP101696,Technology,Finance Officer,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,110,100.0
EMP101697,Technology,Data Analyst,V,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,97,95.1
EMP101698,Technology,HRBP,IV,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,109,95.61
EMP101699,Commercial,HRBP,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,80,72.73
EMP101700,HR & Corp Affairs,Sales Supervisor,V,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101701,Commercial,Brand Executive,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,125,107.76
EMP101702,Technology,Brand Executive,V,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,108,93.1
EMP101703,Technology,HRBP,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,112,98.25
EMP101704,Commercial,HRBP,V,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,103,96.26
EMP101705,HR & Corp Affairs,HRBP,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,83,81.37
EMP101706,Technology,Sales Supervisor,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP101707,HR & Corp Affairs,Data Analyst,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,136,129.52
EMP101708,Commercial,Sales Supervisor,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,106,100.95
EMP101709,HR & Corp Affairs,Data Analyst,V,"Adaptability, Stress Tolerance, Social Orientation, Collaboration",Steadiness-Influencer,114.0,140,122.81
EMP101710,Technology,Sales Supervisor,III,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,99,85.34
EMP101711,HR & Corp Affairs,Finance Officer,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,104,100.0
EMP101712,Technology,Data Analyst,III,"Social Orientation, Collaboration, Leadership, Influence",Influencer-Dominant,110.0,138,125.45
EMP101713,Commercial,HRBP,III,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,94,88.68
EMP101714,Technology,Sales Supervisor,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,120,113.21
EMP101715,Commercial,HRBP,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,109,103.81
EMP101716,Technology,Brand Executive,III,"Leadership, Influence, Adaptability, Stress Tolerance",Dominant-Steadiness,107.0,137,128.04
EMP101717,HR & Corp Affairs,Data Analyst,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,139,119.83
EMP101718,HR & Corp Affairs,HRBP,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,91,78.45
EMP101719,HR & Corp Affairs,HRBP,IV,"Leadership, Influence, Conscientiousness, Reliability",Dominant-Conscientious,105.0,109,103.81
EMP101720,HR & Corp Affairs,Data Analyst,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,117,111.43
EMP101721,Commercial,Supply Planner,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,113,108.65
EMP101722,Commercial,Finance Officer,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,92,87.62
EMP101723,Commercial,Brand Executive,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,138,132.69
EMP101724,Technology,Data Analyst,V,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,82,78.1
EMP101725,HR & Corp Affairs,Finance Officer,IV,"Conscientiousness, Reliability, Adaptability, Stress Tolerance",Conscientious-Steadiness,116.0,103,88.79
EMP101726,Commercial,HRBP,III,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,120,111.11
EMP101727,Technology,HRBP,III,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP101728,Technology,Brand Executive,III,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,109,100.0
EMP101729,Technology,Sales Supervisor,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,116,110.48
EMP101730,Commercial,Supply Planner,IV,"Conscientiousness, Reliability, Social Orientation, Collaboration",Conscientious-Influencer,105.0,115,109.52
EMP101731,Commercial,Finance Officer,V,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,123,112.84
EMP101732,HR & Corp Affairs,Sales Supervisor,IV,"Leadership, Influence, Social Orientation, Collaboration",Dominant-Influencer,109.0,89,81.65
EMP101733,HR & Corp Affairs,Finance Officer,IV,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP101734,HR & Corp Affairs,Sales Supervisor,IV,"Adaptability, Stress Tolerance, Leadership, Influence",Steadiness-Dominant,108.0,101,93.52
EMP101735,HR & Corp Affairs,Supply Planner,V,"Adaptability, Stress Tolerance, Conscientiousness, Reliability",Steadiness-Conscientious,110.0,109,99.09
EMP101736,Technology,HRBP,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,109,104.81
EMP101737,HR & Corp Affairs,Brand Executive,IV,"Social Orientation, Collaboration, Conscientiousness, Reliability",Influencer-Conscientious,104.0,88,84.62
EMP101738,HR & Corp Affairs,Data Analyst,III,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,109,106.86
EMP101739,Commercial,Brand Executive,IV,"Social Orientation, Collaboration, Adaptability, Stress Tolerance",Influencer-Steadiness,106.0,88,83.02
EMP101740,Commercial,Sales Supervisor,IV,"Conscientiousness, Reliability, Leadership, Influence",Conscientious-Dominant,102.0,128,125.49
